nc101_code	D2_01	D2_02	D2_03	W12_01	W12_02	W12_03	w20_01	w20_02	w20_03	w20_04	w20_05
NC101_00481	3584	1209	553	1851	2235	2312	1221	1095	2852	2038	883
NC101_00482	371	107	45	187	174	207	432	224	701	500	92
NC101_00483	63	16	14	69	133	61	68	27	132	103	91
NC101_00484	60	23	2	33	206	61	217	99	434	254	93
NC101_00485	18	5	5	39	64	32	69	42	150	94	74
NC101_00486	25	6	1	16	51	14	45	29	73	63	46
NC101_00487	36	7	2	17	63	37	22	10	31	47	30
NC101_00488	20	8	0	4	38	26	36	25	69	72	28
NC101_00489	28	13	3	15	110	23	74	61	165	111	60
NC101_00490	640	165	70	197	680	335	1001	633	1625	1459	90
NC101_00491	183	72	23	92	300	143	228	183	512	432	193
NC101_00492	34	14	5	26	169	40	47	39	117	98	107
NC101_00493	144	26	21	99	392	135	118	61	280	291	170
NC101_00494	10	3	6	15	58	8	42	19	71	48	40
NC101_00495	0	0	0	0	2	0	0	2	1	2	14
NC101_00496	6	0	0	2	4	4	6	6	4	0	15
NC101_00497	4	2	0	2	2	2	0	0	5	1	4
NC101_00498	2	2	0	3	20	1	21	6	24	19	13
NC101_00499	11	0	0	0	15	7	6	0	4	4	3
NC101_00500	2	0	0	0	10	2	3	0	4	6	3
NC101_00501	2	2	0	0	4	4	8	3	6	6	0
NC101_00502	1	0	0	0	5	2	0	1	2	0	4
NC101_00503	0	0	1	5	5	4	1	0	5	0	6
NC101_00504	2	0	0	4	11	5	9	2	15	14	10
NC101_00505	0	2	0	0	6	2	1	4	20	14	43
NC101_00506	187	54	27	107	580	184	492	279	947	534	53
NC101_00507	11	4	3	5	11	4	19	23	45	57	17
NC101_00508	40	14	5	5	18	5	70	32	104	150	19
NC101_00509	47	32	7	18	34	23	67	43	120	168	28
NC101_00510	566	523	97	181	193	107	689	323	1435	1657	188
NC101_00511	59	22	3	36	90	83	63	41	177	127	46
NC101_00512	7	4	0	7	60	11	43	30	97	72	12
NC101_00513	41	7	10	51	130	77	111	57	169	186	82
NC101_00514	56	11	2	33	60	28	42	24	86	67	14
NC101_00515	21	15	0	12	32	11	27	24	59	65	18
NC101_00516	35	12	8	23	110	47	90	53	130	147	38
NC101_00517	34	11	7	15	79	38	64	45	109	106	33
NC101_00518	46	15	4	9	71	41	50	26	75	79	40
NC101_00519	10	2	2	8	23	12	14	17	48	33	17
NC101_00520	46	6	3	10	37	25	32	15	95	77	39
NC101_00521	39	5	4	2	11	2	1	12	53	55	2
NC101_00522	72	4	14	5	41	24	65	65	191	231	23
NC101_00523	102	33	11	39	403	100	727	352	1080	1050	76
NC101_00524	9	2	3	1	11	5	5	2	10	9	2
NC101_00525	1	1	2	2	25	10	24	3	33	32	69
NC101_00526	85	39	8	35	369	93	864	325	983	885	176
NC101_00527	122	94	34	177	606	179	99	95	342	226	234
NC101_00528	14	10	1	23	30	20	72	32	96	63	23
NC101_00529	22	18	6	17	97	56	215	106	243	199	61
NC101_00530	234	58	31	470	493	307	481	283	495	657	176
NC101_00531	8	8	2	7	25	2	65	6	42	49	200
NC101_00532	18	3	2	8	37	12	112	24	138	106	393
NC101_00533	63	30	8	70	420	82	424	166	632	540	1013
NC101_00534	41	13	6	20	196	75	172	122	303	300	214
NC101_00535	46	20	15	48	151	81	166	110	335	251	571
NC101_00536	132	33	18	70	257	130	326	211	524	446	544
NC101_00537	1054	204	152	357	1284	636	989	541	1916	2165	3322
NC101_00538	28	8	9	25	101	30	77	37	97	111	336
NC101_00539	13	4	4	16	63	30	38	25	69	51	123
NC101_00540	69	43	12	66	236	97	419	263	722	490	707
NC101_00541	172	65	21	63	795	139	1243	596	1845	1725	475
NC101_00542	288	70	34	130	438	218	496	312	888	708	102
NC101_00543	259	51	37	141	541	241	502	263	925	629	174
NC101_00544	32	10	7	17	98	55	115	68	161	140	83
NC101_00545	32	6	2	14	30	14	73	53	150	93	44
NC101_00546	25	22	6	28	116	40	498	190	593	560	122
NC101_00547	61	5	7	24	169	76	119	88	240	209	211
NC101_00548	78	23	19	36	120	71	173	100	246	241	67
NC101_00549	63	19	8	34	149	93	213	93	391	284	59
NC101_00550	29	0	3	7	26	14	119	258	72	326	212
NC101_00551	32	22	4	27	82	66	299	348	375	533	262
NC101_00552	23	6	2	8	38	23	150	228	257	501	226
NC101_00553	11	5	0	5	43	6	167	184	284	484	219
NC101_00554	24	5	0	13	44	7	138	145	311	437	133
NC101_00555	6	1	0	0	10	0	104	2	25	65	204
NC101_00556	1	1	0	0	8	6	48	6	11	80	374
NC101_00557	8	9	2	4	22	4	117	46	112	148	408
NC101_00558	692	239	132	66	517	187	927	632	1937	1430	101
NC101_00559	56	37	20	58	233	109	282	144	455	344	47
NC101_00560	99	43	9	59	115	92	201	121	323	301	40
NC101_00561	21	11	3	15	98	36	162	45	247	78	22
NC101_00562	19	22	3	6	75	26	162	71	228	195	47
NC101_00563	144	37	10	48	312	109	281	157	497	320	33
NC101_00564	25	22	1	60	446	113	143	121	366	251	77
NC101_00565	54	11	6	25	233	49	180	110	359	261	45
NC101_00566	64	8	9	14	119	25	185	118	306	205	17
NC101_00567	44	15	6	24	99	33	115	81	356	290	9
NC101_00568	46	20	7	16	129	26	178	152	492	371	63
NC101_00569	10	13	0	8	77	23	76	98	270	213	19
NC101_00570	48	17	2	16	130	25	86	110	332	218	25
NC101_00571	352	131	42	86	682	199	694	533	2149	1316	86
NC101_00572	8	0	1	5	37	9	13	15	19	28	5
NC101_00573	0	2	1	0	4	2	3	5	5	8	2
NC101_00574	38	16	3	27	141	62	121	46	117	140	12
NC101_00575	1416	195	198	616	2810	1068	905	556	1014	1040	148
NC101_00576	0	0	0	0	14	2	7	0	5	4	2
NC101_00577	20	13	3	15	51	10	119	31	137	108	20
NC101_00578	2270	687	426	1006	3092	1573	2857	1813	4016	3556	263
NC101_00579	101	45	21	31	435	96	458	203	581	643	119
NC101_00580	75	34	12	62	282	92	207	143	352	347	95
NC101_00581	127	48	11	119	376	141	344	237	587	536	90
NC101_00582	36	10	4	33	119	44	230	115	349	264	21
NC101_00583	68	29	6	49	172	42	254	168	484	406	59
NC101_00585	2	4	0	3	35	9	68	32	107	65	17
NC101_00586	35	7	11	12	143	34	24	18	27	27	312
NC101_00587	27	7	2	28	537	125	6	4	21	9	132
NC101_00588	14	3	0	36	543	111	12	4	9	8	235
NC101_00589	59	8	4	50	1333	235	33	2	56	48	370
NC101_00590	88	10	7	161	2932	457	50	25	50	37	743
NC101_00591	42	13	4	31	131	30	28	11	43	39	122
NC101_00592	2	3	0	4	13	5	1	0	8	12	37
NC101_00593	45	22	8	71	282	102	138	75	244	200	155
NC101_00594	4	6	2	9	78	12	40	27	75	81	54
NC101_00595	22	6	1	17	72	34	51	25	104	78	149
NC101_00596	438	87	40	108	415	240	254	132	490	321	43
NC101_00597	48	21	11	32	118	38	75	32	135	120	63
NC101_00598	31	12	0	26	97	32	75	29	123	126	49
NC101_00599	37	15	4	30	67	32	579	201	417	474	226
NC101_00600	123	36	5	46	115	82	236	108	340	220	20
NC101_00601	167	34	21	115	454	89	618	354	857	781	475
NC101_00602	77	15	12	98	166	113	259	196	319	274	413
NC101_00603	18	3	3	24	54	31	97	37	99	107	199
NC101_00604	11	4	0	9	68	17	130	80	127	145	305
NC101_00605	23	4	8	18	145	23	466	221	371	461	570
NC101_00606	76	20	13	66	553	112	647	304	709	762	540
NC101_00607	28	13	4	10	119	24	158	61	159	173	86
NC101_00608	126	56	7	49	471	109	645	365	967	772	168
NC101_00609	165	82	32	72	936	181	1852	847	2220	2367	417
NC101_00610	48	26	10	61	205	81	128	84	243	182	201
NC101_00611	2558	1585	366	1144	823	1412	602	596	1556	972	99
NC101_00612	18	9	5	7	63	16	125	56	142	133	59
NC101_00613	119	37	16	37	292	91	882	345	1120	862	123
NC101_00614	34	20	8	41	84	36	91	29	154	133	105
NC101_00615	308	41	41	109	202	147	604	388	605	673	78
NC101_00616	115	13	10	26	85	46	211	125	236	230	49
NC101_00617	407	58	71	109	238	185	673	335	537	488	180
NC101_00618	56	11	5	15	147	37	61	47	160	110	265
NC101_00619	0	2	0	4	5	5	0	0	10	9	148
NC101_00620	2	0	0	0	8	9	4	6	14	13	156
NC101_00621	0	2	2	0	7	4	5	0	8	3	110
NC101_00622	0	0	0	0	4	9	1	0	5	8	88
NC101_00623	14	4	0	4	17	12	13	3	7	7	189
NC101_00624	45	6	2	21	64	36	37	18	52	44	686
NC101_00625	56	11	18	75	54	138	8	10	56	34	51
NC101_00626	4	1	0	9	29	4	14	10	14	12	23
NC101_00627	41	10	7	21	92	37	68	17	94	95	23
NC101_00628	17	9	0	5	85	12	57	27	87	57	50
NC101_00629	66	26	5	32	120	66	213	179	399	388	412
NC101_00630	68	26	15	44	53	86	249	218	721	558	191
NC101_00631	304	96	71	100	60	198	494	400	1160	979	155
NC101_00632	1169	581	170	772	821	723	295	288	1241	803	228
NC101_00633	79	16	8	62	333	75	528	239	801	557	102
NC101_00634	41	10	5	10	140	33	191	120	325	257	149
NC101_00635	25	13	3	11	87	13	92	76	218	139	65
NC101_00636	14	12	2	8	33	12	31	13	49	27	94
NC101_00637	6	2	2	10	9	3	14	9	26	23	53
NC101_00638	19	11	2	18	65	27	92	40	153	94	64
NC101_00639	29	10	4	18	73	11	102	55	240	194	103
NC101_00640	23	9	3	18	61	11	111	42	165	106	58
NC101_00641	23	2	2	15	46	36	21	38	97	46	65
NC101_00642	8	2	0	10	41	17	45	17	68	57	55
NC101_00643	80	24	8	32	307	66	411	272	580	461	143
NC101_00644	65	14	11	33	360	81	363	232	633	512	146
NC101_00645	35	2	0	20	178	31	211	159	345	268	67
NC101_00646	2	0	0	0	4	4	4	2	10	1	35
NC101_00647	1	0	0	0	25	2	8	11	6	16	97
NC101_00648	54	20	11	36	55	34	27	14	42	30	113
NC101_00649	2	4	0	4	8	2	13	7	13	7	215
NC101_00650	3	1	0	0	3	2	3	5	1	1	253
NC101_00651	2	0	0	0	2	0	3	0	0	2	82
NC101_00652	8	0	0	2	7	2	4	2	15	6	139
NC101_00653	0	4	0	2	0	0	15	6	11	9	88
NC101_00654	12	6	4	6	14	9	10	8	11	26	141
NC101_00655	37	25	6	38	29	34	44	8	58	60	120
NC101_00656	9	6	0	9	17	17	301	296	479	786	147
NC101_00657	51	26	8	29	123	49	202	158	381	332	283
NC101_00658	2	0	0	0	12	2	4	6	14	23	88
NC101_00659	1	2	0	0	2	1	5	1	10	4	12
NC101_00660	6	1	0	3	12	4	22	11	15	12	41
NC101_00661	10	9	0	10	107	4	103	50	88	99	102
NC101_00662	16	3	2	9	23	18	54	35	95	80	18
NC101_00663	11	2	0	6	23	7	48	14	54	31	8
NC101_00664	12	4	0	6	29	25	29	17	48	51	17
NC101_00665	13	5	2	15	39	10	41	22	61	41	27
NC101_00666	2	0	0	4	18	4	6	1	5	7	1
NC101_00667	0	0	0	0	0	0	2	1	4	4	4
NC101_00668	2	8	0	2	33	10	21	8	22	14	10
NC101_00669	0	1	0	4	1	0	7	1	9	10	1
NC101_00670	28	5	3	10	50	19	47	38	99	76	6
NC101_00671	0	0	0	0	2	0	0	2	5	0	3
NC101_00672	0	3	0	0	6	0	2	0	0	6	4
NC101_00673	1	2	0	0	4	4	0	0	3	6	1
NC101_00674	2	0	0	1	0	0	2	0	0	2	1
NC101_00675	9	8	2	7	8	8	19	7	30	17	5
NC101_00676	0	0	0	0	0	0	0	0	2	5	6
NC101_00677	3	2	0	3	0	0	5	4	0	2	2
NC101_00678	10	0	0	2	3	4	8	0	10	7	2
NC101_00679	1	0	0	0	1	3	1	2	2	2	0
NC101_00680	0	4	0	3	7	0	5	0	8	7	0
NC101_00681	2	0	0	0	6	2	6	2	0	4	2
NC101_00682	0	0	0	2	2	0	9	0	7	9	2
NC101_00683	10	2	2	8	6	6	11	13	23	15	4
NC101_00684	1	1	0	1	5	4	6	5	14	4	7
NC101_00685	5	10	2	0	3	2	6	2	4	12	6
NC101_00686	3	3	2	2	5	2	11	5	9	11	5
NC101_00687	0	0	0	0	0	0	1	0	0	0	0
NC101_00688	6	7	0	8	5	3	18	4	17	9	8
NC101_00689	3	3	1	1	13	1	9	9	15	17	6
NC101_00690	22	8	0	11	40	9	63	48	110	70	7
NC101_00691	76	24	8	22	49	52	98	60	113	55	2
NC101_00692	0	4	0	1	0	1	10	0	2	8	4
NC101_00693	3	0	0	0	6	2	9	0	7	4	9
NC101_00694	0	0	0	0	8	2	4	1	4	6	6
NC101_00695	1404	344	253	397	1071	639	419	248	575	257	53
NC101_00696	6	2	2	1	3	4	6	5	3	3	0
NC101_00697	0	0	0	0	5	2	2	2	0	4	4
NC101_00698	1841	213	161	226	1478	261	804	238	330	221	183
NC101_00699	11	8	4	38	40	34	30	9	45	26	12
NC101_00700	0	0	0	0	0	0	0	0	0	0	0
NC101_00701	0	2	0	0	4	0	2	3	0	0	1
NC101_00702	0	0	0	0	0	0	2	0	2	2	8
NC101_00703	0	0	0	0	0	0	0	0	0	0	0
NC101_00704	2	0	0	3	3	0	6	2	10	7	0
NC101_00705	41	14	3	31	70	71	65	35	138	90	38
NC101_00706	16	4	0	10	32	5	38	15	64	62	6
NC101_00707	25	1	2	28	134	18	97	68	199	149	36
NC101_00708	0	2	0	0	5	0	5	3	8	5	3
NC101_00709	0	1	0	4	12	2	8	3	1	14	13
NC101_00710	2	2	0	10	10	4	9	13	18	13	11
NC101_00711	0	7	0	4	15	2	8	2	18	12	10
NC101_00712	9	3	1	13	29	19	21	14	55	32	14
NC101_00713	111	36	21	77	353	170	235	210	394	339	140
NC101_00714	42	20	14	53	170	87	181	158	359	288	487
NC101_00715	227	59	30	77	213	96	190	144	345	293	772
NC101_00716	4	0	0	2	19	4	10	0	13	11	34
NC101_00717	3	2	0	5	8	0	8	1	12	4	24
NC101_00718	19	10	3	7	28	14	7	12	38	17	82
NC101_00719	15	2	2	4	23	10	4	7	5	6	44
NC101_00720	1	0	0	0	1	0	2	0	1	1	2
NC101_00721	18	12	4	7	49	17	25	22	44	22	76
NC101_00722	11	2	0	0	18	4	7	2	21	10	41
NC101_00723	4	0	0	4	12	8	12	2	7	6	18
NC101_00724	3	0	0	2	20	5	6	2	27	9	31
NC101_00725	1	2	0	2	12	6	6	2	6	4	15
NC101_00726	19	4	4	5	43	13	24	10	44	28	74
NC101_00727	367	107	72	112	499	194	2823	2066	5379	5519	463
NC101_00728	4	2	4	9	53	15	63	29	104	81	39
NC101_00729	8	9	1	11	40	7	72	29	66	63	25
NC101_00730	27	22	2	32	181	42	478	199	610	622	136
NC101_00731	21	7	0	10	85	22	187	73	219	262	69
NC101_00732	79	20	6	23	148	38	914	319	972	996	156
NC101_00733	193	48	14	121	359	145	195	133	378	369	123
NC101_00734	53	29	4	36	300	58	200	108	359	267	198
NC101_00735	248	53	20	139	380	230	431	254	675	591	103
NC101_00736	425	93	28	122	612	223	296	163	532	371	129
NC101_00737	19	2	2	11	88	20	324	101	253	254	119
NC101_00738	14	12	0	14	40	7	137	51	128	130	70
NC101_00739	6	4	6	12	77	14	179	50	183	149	61
NC101_00740	49	24	2	23	137	25	355	124	442	385	64
NC101_00741	0	2	0	0	19	0	31	9	29	34	27
NC101_00742	17	12	0	13	67	39	95	58	133	127	50
NC101_00743	43	20	8	18	196	57	262	168	314	374	55
NC101_00744	51	29	2	27	167	38	246	140	293	283	30
NC101_00745	70	27	12	66	262	96	335	195	365	335	51
NC101_00746	14	2	0	2	32	7	97	69	107	129	17
NC101_00747	17	7	6	11	140	18	228	112	241	265	64
NC101_00748	9	6	2	12	59	13	30	17	37	30	92
NC101_00749	95	21	12	39	633	72	453	266	633	600	451
NC101_00750	21	21	1	7	32	12	318	84	194	281	261
NC101_00751	88	70	41	71	45	59	127	20	103	141	2548
NC101_00752	65	22	12	55	81	69	94	46	136	100	126
NC101_00753	140	57	19	25	110	36	199	56	119	162	206
NC101_00754	41	14	5	15	57	46	269	81	195	199	421
NC101_00755	204	38	30	133	383	202	289	203	502	534	80
NC101_00756	120	34	15	74	296	146	214	115	397	347	68
NC101_00757	34	12	3	31	158	63	133	71	167	156	51
NC101_00758	58	68	13	41	242	54	112	85	301	203	64
NC101_00759	28	13	10	15	120	17	70	43	126	110	17
NC101_00760	138	44	18	74	357	118	217	125	420	310	38
NC101_00761	24	11	5	27	79	22	86	42	122	102	76
NC101_00762	158	39	11	105	475	227	476	451	669	450	164
NC101_00763	164	64	26	170	331	196	186	106	379	287	125
NC101_00764	31	10	0	13	82	20	97	54	135	114	65
NC101_00765	36	10	2	13	69	36	95	36	92	107	29
NC101_00766	13	11	0	14	72	19	94	57	108	162	32
NC101_00767	15	12	1	17	63	19	126	61	149	129	46
NC101_00768	408	195	43	134	1058	256	1949	974	2387	2207	549
NC101_00769	1490	335	288	540	1978	821	2726	1705	3651	3247	366
NC101_00770	634	133	51	293	979	443	1998	1084	2406	2165	299
NC101_00771	104	48	10	80	487	100	1043	505	882	1028	282
NC101_00772	88	38	9	62	369	104	788	374	785	889	318
NC101_00773	61	12	4	53	326	120	795	371	711	693	172
NC101_00774	106	38	8	39	435	107	1127	480	1225	1246	95
NC101_00775	218	96	29	124	884	208	2569	1222	2842	2755	352
NC101_00776	51	26	7	61	204	81	158	112	357	210	82
NC101_00777	24	3	4	29	124	53	251	110	295	281	80
NC101_00778	965	381	71	302	1726	550	2137	1231	2580	2623	395
NC101_00779	38	27	3	50	97	51	41	29	81	56	70
NC101_00780	22	0	1	20	99	17	24	19	54	32	94
NC101_00781	4	0	0	2	31	6	11	9	25	14	24
NC101_00782	3	0	0	2	16	5	9	0	6	10	23
NC101_00783	8	0	2	2	15	5	4	4	18	3	18
NC101_00784	6	0	0	0	50	7	8	3	21	11	18
NC101_00785	1	0	2	13	41	16	19	7	28	24	6
NC101_00786	5	3	1	13	40	12	9	1	13	9	34
NC101_00787	6	0	0	0	24	0	3	0	4	3	12
NC101_00788	0	0	0	0	7	0	0	0	1	3	8
NC101_00789	0	0	0	4	18	0	0	1	7	2	18
NC101_00790	8	2	0	7	30	11	29	12	27	19	12
NC101_00791	0	3	2	7	28	5	21	13	29	28	20
NC101_00792	8	4	0	6	32	3	24	11	59	38	9
NC101_00793	23	8	0	26	81	34	102	46	185	140	59
NC101_00794	97	10	14	43	154	96	120	77	226	186	22
NC101_00795	62	5	12	12	91	53	70	35	133	88	7
NC101_00796	107	22	11	42	206	101	132	83	274	191	19
NC101_00797	69	20	12	44	326	90	90	69	212	169	29
NC101_00798	143	37	19	116	313	135	287	151	645	466	95
NC101_00799	93	38	16	37	172	50	209	143	310	267	98
NC101_00800	26	7	3	20	105	16	201	102	339	331	102
NC101_00801	33	17	3	14	87	39	230	137	396	203	67
NC101_00802	1341	330	234	859	1010	1179	744	561	1765	1190	699
NC101_00803	40	18	7	18	115	32	125	83	230	226	182
NC101_00804	4	0	0	0	3	0	1	2	3	2	16
NC101_00805	1	2	0	3	13	0	40	27	51	78	40
NC101_00806	14	4	1	6	11	9	139	89	267	281	40
NC101_00807	46	18	11	41	69	62	402	153	520	522	96
NC101_00808	46	18	19	24	104	66	160	76	314	318	66
NC101_00809	74	24	9	70	161	113	69	120	296	252	205
NC101_00810	202	57	23	92	435	102	75	42	286	167	99
NC101_00811	40	20	4	20	172	22	26	24	84	62	6
NC101_00812	89	41	9	64	389	82	531	279	563	633	139
NC101_00813	189	45	20	103	479	154	545	286	686	607	127
NC101_00814	13	13	0	15	50	21	156	55	160	174	59
NC101_00815	15	14	2	31	124	37	122	74	173	169	36
NC101_00816	19	7	0	10	48	11	45	23	123	88	3
NC101_00817	4	4	0	0	2	0	8	4	22	21	3
NC101_00818	3	0	0	0	1	0	4	0	2	0	0
NC101_00819	28	4	4	13	56	13	26	4	32	38	3
NC101_00820	2	0	0	2	1	0	0	0	2	2	5
NC101_00821	0	6	0	6	14	5	16	9	17	4	2
NC101_00822	1	2	0	0	3	0	4	0	11	1	0
NC101_00823	0	3	0	0	2	0	2	6	2	2	2
NC101_00824	11	7	4	20	46	37	33	20	56	33	9
NC101_00825	199	84	13	142	184	181	134	68	211	187	29
NC101_00826	19	4	3	11	74	20	125	71	142	142	15
NC101_00827	51	11	4	40	174	46	219	160	296	309	34
NC101_00828	20	5	0	14	70	16	114	61	121	151	17
NC101_00830	11	3	0	7	21	4	11	8	41	25	4
NC101_00831	4	0	0	3	12	2	10	6	7	8	1
NC101_00832	2	1	0	0	1	2	2	0	2	1	0
NC101_00833	0	0	0	2	5	1	4	2	5	1	3
NC101_00834	3	0	0	0	9	2	3	2	8	7	0
NC101_00835	0	1	0	0	3	1	0	0	1	2	4
NC101_00836	0	0	1	2	8	7	5	4	4	7	4
NC101_00837	0	0	0	0	1	0	0	0	0	2	1
NC101_00838	138	14	19	8	192	67	117	28	34	60	12
NC101_00839	0	0	0	0	0	0	0	0	0	0	0
NC101_00840	4	2	0	0	10	3	11	8	6	16	285
NC101_00841	0	1	0	2	5	1	4	4	10	4	39
NC101_00842	1	0	0	0	17	2	16	19	35	21	54
NC101_00843	53	25	7	21	238	50	294	237	409	456	434
NC101_00844	0	1	2	10	12	12	0	2	17	5	65
NC101_00845	5	0	0	4	14	3	10	0	8	13	282
NC101_00846	6	4	0	2	35	10	31	19	63	42	326
NC101_00847	44	28	9	56	174	128	161	77	247	187	579
NC101_00848	0	2	0	1	3	0	0	0	9	6	408
NC101_00849	2	6	2	5	9	13	42	12	53	33	439
NC101_00850	14	6	4	9	19	14	44	25	52	42	146
NC101_00852	2	2	1	6	25	13	42	55	118	124	166
NC101_00853	21	14	2	10	34	20	63	33	58	35	1425
NC101_00854	45	2	9	19	66	56	51	41	103	67	1916
NC101_00855	23	12	0	22	135	45	208	92	254	267	2616
NC101_00856	15	4	0	15	35	15	53	28	45	58	594
NC101_00857	40	21	8	31	96	66	51	25	86	71	505
NC101_00858	61	43	15	53	178	113	177	98	318	252	545
NC101_00859	39	13	1	10	27	11	34	18	44	29	139
NC101_00860	2	4	0	2	11	4	9	10	13	21	71
NC101_00861	18	11	0	10	49	16	21	25	49	45	47
NC101_00862	3	1	0	4	22	2	7	4	14	14	11
NC101_00863	6	2	0	4	10	4	12	12	13	11	14
NC101_00864	19	4	4	10	53	19	42	22	72	42	38
NC101_00865	0	0	0	0	7	0	3	0	2	5	9
NC101_00866	0	0	0	0	1	0	3	4	6	3	4
NC101_00867	6	6	3	1	94	15	54	22	181	87	16
NC101_00868	0	0	0	0	15	2	5	0	2	7	7
NC101_00869	5	2	0	4	15	8	15	9	47	18	11
NC101_00870	46	16	1	11	118	26	84	31	100	70	11
NC101_00871	8	9	2	6	32	14	27	10	40	35	10
NC101_00872	3	0	0	0	8	0	5	6	12	12	15
NC101_00873	0	1	0	0	3	2	3	1	0	3	7
NC101_00874	1	3	0	7	21	6	12	4	29	24	19
NC101_00875	2	5	0	3	6	1	2	1	4	8	7
NC101_00876	2	1	0	0	4	2	13	5	11	7	10
NC101_00877	9	6	0	7	48	15	23	16	58	36	25
NC101_00878	101	61	11	91	306	108	246	130	364	306	115
NC101_00879	2	1	0	3	7	1	4	5	6	1	14
NC101_00880	0	1	0	5	4	7	8	2	13	7	20
NC101_00881	0	0	0	0	0	0	0	0	2	0	5
NC101_00882	3	2	2	2	11	5	26	27	42	37	104
NC101_00883	235	71	43	150	562	243	562	347	546	488	972
NC101_00884	23	4	4	14	69	26	39	23	59	57	500
NC101_00885	21	9	4	23	124	20	58	46	193	131	91
NC101_00886	8	1	2	23	54	15	14	7	29	18	10
NC101_00887	4	2	2	7	12	1	10	2	25	23	29
NC101_00888	0	1	0	2	1	0	4	2	15	2	21
NC101_00889	35	16	3	24	20	47	57	48	123	55	25
NC101_00890	28	27	10	16	18	22	73	77	141	143	38
NC101_00891	31	25	15	38	10	33	194	173	207	256	14
NC101_00892	20	6	2	15	66	31	79	62	345	275	22
NC101_00893	27	1	4	18	38	30	90	74	534	380	29
NC101_00894	2	5	2	2	10	5	31	19	212	150	14
NC101_00895	104	46	24	46	107	43	533	418	2168	1095	55
NC101_00896	2	0	0	4	4	1	9	9	39	23	10
NC101_00897	280	96	59	53	205	94	1259	1176	3538	2896	126
NC101_00898	84	17	7	27	103	46	127	73	239	188	39
NC101_00899	4	1	0	1	13	15	6	6	6	13	10
NC101_00900	1	0	0	0	7	4	0	6	10	3	3
NC101_00901	0	0	0	0	0	0	0	0	5	3	11
NC101_00902	5	2	0	0	7	0	3	9	9	7	6
NC101_00903	2	0	2	3	3	3	2	0	4	0	3
NC101_00904	1	0	0	0	2	1	0	0	4	8	2
NC101_00905	32	7	2	25	68	20	25	20	65	43	21
NC101_00906	90	33	18	172	550	167	358	36	411	412	40
NC101_00907	4549	2066	759	2934	4229	3864	815	950	2243	2030	142
NC101_00908	1000	136	71	262	1115	499	521	454	993	860	122
NC101_00909	274	70	48	367	2136	530	156	142	734	517	181
NC101_00910	55	11	8	43	385	119	28	23	85	81	16
NC101_00911	5	4	0	5	71	16	14	3	15	19	35
NC101_00912	15	2	2	17	25	29	8	18	40	26	111
NC101_00913	14	1	0	12	12	6	6	2	12	4	62
NC101_00914	20	10	0	8	45	39	31	27	47	41	38
NC101_00915	70	14	4	26	119	117	94	78	188	108	44
NC101_00916	13	3	0	8	68	20	79	41	68	80	204
NC101_00917	19	3	3	13	63	18	54	28	50	53	128
NC101_00918	36	7	0	28	113	43	78	53	95	95	32
NC101_00919	105	82	19	138	731	174	585	825	1643	1957	514
NC101_00920	20	6	2	33	885	82	46	46	151	225	69
NC101_00921	1	0	0	4	61	5	7	3	19	12	4
NC101_00922	25	4	2	38	888	115	45	35	100	115	33
NC101_00923	29	12	9	57	1208	168	58	42	160	168	51
NC101_00924	44	14	6	88	1264	187	39	42	202	144	25
NC101_00925	26	11	0	44	516	82	27	13	105	70	15
NC101_00926	29	13	4	49	566	97	15	16	107	76	4
NC101_00927	58	20	6	76	1128	156	34	27	209	164	21
NC101_00928	90	51	16	145	2522	358	81	80	346	304	39
NC101_00929	77	43	14	179	2302	400	60	79	362	272	28
NC101_00931	170	42	19	73	371	88	1141	554	1122	1315	69
NC101_00932	61	17	8	32	90	45	192	68	223	138	18
NC101_00933	28	7	9	31	131	76	41	23	147	75	10
NC101_00934	102	54	11	71	151	94	213	91	287	248	75
NC101_00935	1156	468	89	373	416	605	286	166	587	369	74
NC101_00936	77	35	9	45	93	62	52	29	149	131	34
NC101_00937	7	3	0	10	32	15	10	13	33	39	72
NC101_00938	257	59	37	62	235	154	229	153	372	212	42
NC101_00939	263	41	19	90	311	171	223	95	319	253	196
NC101_00940	4	1	0	2	22	4	70	23	98	60	65
NC101_00941	26	10	6	20	184	66	212	99	321	244	195
NC101_00942	32	2	5	7	106	35	59	31	137	100	48
NC101_00943	147	46	26	115	345	129	244	173	497	357	402
NC101_00944	4821	1042	661	1593	7212	2623	4963	3084	8446	7389	1096
NC101_00945	82	22	18	57	116	55	162	102	334	250	30
NC101_00946	71	53	6	73	355	117	590	241	709	663	113
NC101_00947	49	21	4	23	173	27	745	267	393	539	59
NC101_00948	2794	863	633	950	2685	1431	1155	1019	2461	1796	41
NC101_00949	51	17	4	22	104	34	93	62	162	122	74
NC101_00950	54	16	8	67	254	87	268	122	349	343	567
NC101_00951	58	19	1	44	103	57	106	63	219	157	328
NC101_00952	97	27	12	52	215	61	393	147	489	527	662
NC101_00953	29	20	1	27	135	35	309	134	390	386	606
NC101_00954	22	9	5	16	188	32	188	119	275	225	497
NC101_00955	50	11	9	35	233	60	296	167	592	404	249
NC101_00956	29	7	1	11	74	12	199	116	197	259	41
NC101_00957	1	0	0	1	10	1	2	2	6	3	13
NC101_00958	4	2	2	0	13	6	6	3	11	9	20
NC101_00959	2	2	0	0	6	2	13	8	13	26	24
